iter	Passed	Remaining
5058	328048	320396
5059	328119	320337
5060	328185	320274
5061	328262	320221
5062	328352	320181
5063	328436	320134
5064	328511	320079
5065	328584	320022
5066	328655	319963
5067	328733	319911
5068	328806	319854
5069	328874	319793
5070	328951	319740
5071	329019	319677
5072	329088	319616
5073	329156	319555
5074	329231	319500
5075	329307	319446
5076	329390	319399
5077	329475	319353
5078	329552	319300
5079	329639	319257
5080	329719	319206
5081	329788	319145
5082	329847	319075
5083	329908	319006
5084	329973	318942
5085	330036	318875
5086	330115	318824
5087	330178	318757
5088	330243	318692
5089	330306	318625
5090	330372	318561
5091	330445	318504
5092	330512	318441
5093	330568	318368
5094	330629	318299
5095	330683	318224
5096	330750	318161
5097	330829	318110
5098	330895	318046
5099	330958	317979
5100	331032	317923
5101	331090	317852
5102	331162	317794
5103	331225	317727
5104	331293	317665
5105	331360	317602
5106	331428	317540
5107	331487	317470
5108	331553	317405
5109	331624	317347
5110	331688	317281
5111	331762	317225
5112	331825	317157
5113	331895	317098
5114	331961	317034
5115	332030	316973
5116	332104	316916
5117	332153	316837
5118	332218	316772
5119	332297	316720
5120	332361	316655
5121	332428	316592
5122	332493	316527
5123	332557	316462
5124	332621	316396
5125	332691	316335
5126	332756	316271
5127	332823	316208
5128	332893	316148
5129	332959	316084
5130	333025	316020
5131	333097	315961
5132	333160	315895
5133	333232	315837
5134	333292	315767
5135	333365	315710
5136	333433	315648
5137	333499	315584
5138	333554	315510
5139	333624	315450
5140	333690	315386
5141	333754	315320
5142	333819	315256
5143	333883	315190
5144	333955	315132
5145	334025	315071
5146	334087	315004
5147	334151	314938
5148	334218	314875
5149	334277	314804
5150	334335	314733
5151	334407	314675
5152	334466	314605
5153	334520	314529
5154	334586	314465
5155	334635	314386
5156	334698	314319
5157	334763	314254
5158	334820	314182
5159	334881	314113
5160	334949	314052
5161	335009	313982
5162	335074	313917
5163	335136	313850
5164	335190	313774
5165	335249	313703
5166	335320	313644
5167	335389	313583
5168	335456	313521
5169	335529	313463
5170	335595	313400
5171	335655	313330
5172	335717	313262
5173	335788	313203
5174	335861	313146
5175	335924	313079
5176	335982	313008
5177	336047	312943
5178	336114	312880
5179	336177	312813
5180	336240	312746
5181	336302	312679
5182	336369	312616
5183	336433	312551
5184	336492	312480
5185	336562	312420
5186	336627	312355
5187	336693	312291
5188	336760	312228
5189	336827	312165
5190	336902	312110
5191	336971	312048
5192	337035	311983
5193	337106	311924
5194	337168	311856
5195	337238	311796
5196	337305	311732
5197	337369	311667
5198	337435	311603
5199	337501	311539
5200	337569	311478
5201	337630	311409
5202	337698	311346
5203	337766	311285
5204	337828	311217
5205	337886	311146
5206	337952	311082
5207	338017	311017
5208	338088	310958
5209	338155	310895
5210	338222	310832
5211	338280	310761
5212	338343	310694
5213	338407	310628
5214	338464	310557
5215	338527	310489
5216	338591	310424
5217	338650	310353
5218	338714	310287
5219	338776	310220
5220	338840	310155
5221	338903	310088
5222	338969	310024
5223	339032	309958
5224	339096	309891
5225	339163	309829
5226	339227	309763
5227	339285	309692
5228	339345	309622
5229	339401	309549
5230	339460	309479
5231	339522	309412
5232	339587	309347
5233	339660	309289
5234	339730	309229
5235	339796	309165
5236	339856	309095
5237	339923	309032
5238	339981	308961
5239	340042	308893
5240	340105	308826
5241	340165	308757
5242	340233	308695
5243	340295	308628
5244	340359	308562
5245	340426	308499
5246	340485	308429
5247	340550	308363
5248	340612	308297
5249	340670	308226
5250	340737	308162
5251	340806	308101
5252	340873	308038
5253	340921	307958
5254	340990	307896
5255	341041	307819
5256	341105	307754
5257	341180	307698
5258	341251	307639
5259	341312	307570
5260	341374	307502
5261	341448	307446
5262	341508	307377
5263	341569	307308
5264	341635	307244
5265	341697	307177
5266	341771	307120
5267	341835	307055
5268	341900	306990
5269	341962	306923
5270	342023	306853
5271	342075	306777
5272	342137	306710
5273	342199	306642
5274	342255	306570
5275	342315	306501
5276	342388	306443
5277	342455	306380
5278	342516	306311
5279	342581	306247
5280	342645	306181
5281	342707	306113
5282	342769	306046
5283	342832	305980
5284	342895	305913
5285	342957	305845
5286	343019	305778
5287	343082	305712
5288	343150	305649
5289	343216	305586
5290	343275	305516
5291	343337	305448
5292	343390	305372
5293	343452	305305
5294	343525	305247
5295	343587	305180
5296	343656	305119
5297	343721	305054
5298	343788	304991
5299	343855	304928
5300	343911	304855
5301	343979	304793
5302	344036	304721
5303	344098	304654
5304	344166	304592
5305	344224	304521
5306	344287	304454
5307	344354	304391
5308	344413	304321
5309	344470	304250
5310	344536	304186
5311	344598	304118
5312	344662	304052
5313	344722	303983
5314	344785	303916
5315	344851	303853
5316	344918	303790
5317	344979	303721
5318	345046	303659
5319	345109	303592
5320	345169	303523
5321	345237	303461
5322	345301	303395
5323	345362	303327
5324	345433	303267
5325	345500	303205
5326	345563	303138
5327	345625	303071
5328	345691	303007
5329	345746	302933
5330	345814	302871
5331	345878	302805
5332	345934	302733
5333	345996	302665
5334	346057	302597
5335	346118	302529
5336	346190	302470
5337	346254	302405
5338	346315	302336
5339	346380	302272
5340	346438	302201
5341	346498	302132
5342	346561	302066
5343	346620	301996
5344	346685	301931
5345	346756	301871
5346	346824	301808
5347	346888	301743
5348	346944	301670
5349	347015	301611
5350	347071	301538
5351	347135	301473
5352	347197	301406
5353	347252	301332
5354	347321	301271
5355	347385	301205
5356	347447	301138
5357	347503	301066
5358	347566	300999
5359	347625	300929
5360	347694	300868
5361	347758	300802
5362	347817	300732
5363	347882	300667
5364	347950	300606
5365	348010	300537
5366	348069	300466
5367	348132	300400
5368	348188	300327
5369	348251	300261
5370	348311	300192
5371	348371	300123
5372	348429	300052
5373	348491	299985
5374	348557	299921
5375	348620	299855
5376	348682	299788
5377	348751	299726
5378	348804	299651
5379	348868	299585
5380	348934	299521
5381	348997	299455
5382	349060	299389
5383	349123	299322
5384	349184	299254
5385	349251	299191
5386	349316	299127
5387	349374	299056
5388	349436	298989
5389	349504	298927
5390	349563	298856
5391	349627	298791
5392	349689	298724
5393	349744	298651
5394	349804	298581
5395	349868	298516
5396	349931	298449
5397	350001	298389
5398	350067	298325
5399	350125	298254
5400	350187	298187
5401	350251	298122
5402	350316	298057
5403	350377	297989
5404	350449	297931
5405	350510	297862
5406	350572	297795
5407	350632	297726
5408	350698	297662
5409	350761	297595
5410	350830	297534
5411	350888	297464
5412	350944	297391
5413	351013	297330
5414	351076	297264
5415	351137	297196
5416	351204	297132
5417	351260	297061
5418	351323	296994
5419	351388	296930
5420	351453	296865
5421	351520	296802
5422	351587	296739
5423	351651	296673
5424	351715	296608
5425	351786	296548
5426	351851	296483
5427	351908	296412
5428	351974	296348
5429	352047	296290
5430	352113	296226
5431	352176	296160
5432	352239	296093
5433	352302	296027
5434	352360	295957
5435	352419	295886
5436	352484	295822
5437	352538	295748
5438	352600	295681
5439	352670	295620
5440	352735	295555
5441	352800	295491
5442	352876	295435
5443	352938	295368
5444	353004	295304
5445	353071	295241
5446	353143	295183
5447	353204	295114
5448	353263	295045
5449	353325	294978
5450	353392	294914
5451	353456	294849
5452	353521	294784
5453	353576	294711
5454	353635	294641
5455	353694	294572
5456	353759	294507
5457	353819	294439
5458	353886	294375
5459	353953	294313
5460	354015	294245
5461	354076	294177
5462	354134	294107
5463	354204	294046
5464	354269	293982
5465	354331	293914
5466	354397	293851
5467	354462	293786
5468	354528	293722
5469	354591	293655
5470	354664	293598
5471	354735	293538
5472	354799	293472
5473	354859	293404
5474	354925	293340
5475	354989	293274
5476	355053	293209
5477	355117	293143
5478	355186	293082
5479	355249	293015
5480	355313	292950
5481	355386	292892
5482	355453	292829
5483	355516	292762
5484	355575	292693
5485	355644	292631
5486	355705	292564
5487	355772	292500
5488	355837	292435
5489	355898	292368
5490	355968	292308
5491	356032	292242
5492	356094	292174
5493	356164	292114
5494	356231	292051
5495	356299	291989
5496	356360	291920
5497	356423	291854
5498	356484	291786
5499	356547	291720
5500	356612	291655
5501	356672	291587
5502	356739	291523
5503	356795	291452
5504	356863	291390
5505	356931	291327
5506	356996	291263
5507	357053	291191
5508	357105	291116
5509	357160	291043
5510	357220	290975
5511	357287	290912
5512	357355	290849
5513	357419	290783
5514	357477	290713
5515	357542	290649
5516	357613	290589
5517	357675	290521
5518	357735	290453
5519	357795	290384
5520	357858	290318
5521	357923	290253
5522	357992	290192
5523	358059	290129
5524	358123	290063
5525	358186	289997
5526	358253	289934
5527	358323	289873
5528	358386	289807
5529	358449	289741
5530	358516	289677
5531	358578	289610
5532	358635	289539
5533	358692	289469
5534	358765	289410
5535	358832	289347
5536	358891	289278
5537	358952	289210
5538	359007	289137
5539	359072	289072
5540	359141	289011
5541	359206	288946
5542	359268	288879
5543	359327	288809
5544	359389	288743
5545	359446	288672
5546	359514	288609
5547	359580	288545
5548	359646	288481
5549	359706	288413
5550	359766	288344
5551	359828	288277
5552	359891	288211
5553	359956	288146
5554	360020	288080
5555	360088	288018
5556	360149	287951
5557	360218	287889
5558	360285	287826
5559	360344	287757
5560	360408	287691
5561	360470	287624
5562	360540	287563
5563	360598	287493
5564	360663	287429
5565	360717	287355
5566	360784	287292
5567	360843	287222
5568	360908	287158
5569	360972	287093
5570	361032	287024
5571	361098	286960
5572	361165	286897
5573	361231	286833
5574	361295	286767
5575	361353	286697
5576	361427	286640
5577	361486	286570
5578	361551	286506
5579	361610	286436
5580	361679	286375
5581	361748	286313
5582	361816	286252
5583	361890	286193
5584	361955	286129
5585	362021	286065
5586	362088	286002
5587	362147	285933
5588	362216	285871
5589	362291	285814
5590	362367	285758
5591	362439	285699
5592	362501	285632
5593	362565	285567
5594	362622	285496
5595	362679	285425
5596	362740	285357
5597	362805	285293
5598	362875	285232
5599	362938	285165
5600	363005	285102
5601	363062	285031
5602	363120	284961
5603	363188	284899
5604	363256	284836
5605	363324	284774
5606	363393	284713
5607	363464	284653
5608	363533	284592
5609	363595	284524
5610	363660	284459
5611	363730	284399
5612	363791	284331
5613	363855	284266
5614	363911	284194
5615	363968	284123
5616	364031	284057
5617	364097	283993
5618	364160	283927
5619	364216	283855
5620	364280	283790
5621	364343	283724
5622	364402	283654
5623	364468	283590
5624	364531	283524
5625	364600	283463
5626	364657	283392
5627	364716	283322
5628	364785	283261
5629	364860	283204
5630	364921	283136
5631	364984	283070
5632	365048	283004
5633	365098	282928
5634	365158	282859
5635	365224	282796
5636	365280	282724
5637	365340	282656
5638	365399	282586
5639	365470	282526
5640	365526	282455
5641	365579	282381
5642	365648	282319
5643	365705	282248
5644	365767	282181
5645	365829	282114
5646	365890	282047
5647	365953	281981
5648	366012	281912
5649	366076	281846
5650	366136	281778
5651	366210	281719
5652	366269	281651
5653	366336	281587
5654	366400	281522
5655	366459	281453
5656	366525	281389
5657	366588	281323
5658	366647	281254
5659	366714	281190
5660	366772	281120
5661	366835	281054
5662	366887	280980
5663	366950	280913
5664	367015	280849
5665	367079	280784
5666	367129	280708
5667	367198	280646
5668	367260	280579
5669	367323	280513
5670	367393	280452
5671	367462	280390
5672	367530	280328
5673	367590	280260
5674	367655	280195
5675	367725	280134
5676	367788	280068
5677	367860	280009
5678	367925	279944
5679	367990	279880
5680	368052	279813
5681	368113	279745
5682	368180	279682
5683	368245	279617
5684	368309	279552
5685	368366	279481
5686	368434	279419
5687	368494	279350
5688	368560	279287
5689	368625	279222
5690	368689	279157
5691	368752	279090
5692	368824	279031
5693	368886	278964
5694	368951	278900
5695	369014	278834
5696	369068	278761
5697	369127	278692
5698	369181	278618
5699	369247	278554
5700	369312	278490
5701	369378	278426
5702	369438	278358
5703	369497	278289
5704	369556	278220
5705	369611	278147
5706	369684	278089
5707	369744	278021
5708	369809	277956
5709	369874	277891
5710	369935	277823
5711	369996	277756
5712	370056	277688
5713	370117	277620
5714	370181	277555
5715	370246	277490
5716	370303	277419
5717	370365	277353
5718	370422	277282
5719	370486	277217
5720	370559	277158
5721	370628	277096
5722	370692	277031
5723	370742	276956
5724	370804	276888
5725	370870	276825
5726	370938	276762
5727	371002	276697
5728	371064	276630
5729	371122	276560
5730	371183	276493
5731	371244	276425
5732	371302	276355
5733	371359	276285
5734	371417	276215
5735	371474	276145
5736	371538	276079
5737	371597	276010
5738	371659	275943
5739	371719	275875
5740	371787	275812
5741	371847	275744
5742	371913	275680
5743	371990	275625
5744	372049	275555
5745	372113	275490
5746	372175	275423
5747	372236	275356
5748	372306	275295
5749	372368	275228
5750	372428	275160
5751	372493	275095
5752	372560	275032
5753	372625	274968
5754	372701	274911
5755	372767	274848
5756	372824	274777
5757	372888	274712
5758	372956	274650
5759	373021	274585
5760	373078	274515
5761	373136	274444
5762	373207	274384
5763	373278	274324
5764	373346	274262
5765	373404	274192
5766	373460	274121
5767	373530	274060
5768	373595	273995
5769	373656	273928
5770	373715	273859
5771	373783	273797
5772	373849	273733
5773	373905	273662
5774	373961	273590
5775	374017	273519
5776	374077	273451
5777	374141	273386
5778	374208	273323
5779	374267	273253
5780	374327	273185
5781	374386	273116
5782	374455	273055
5783	374512	272984
5784	374569	272914
5785	374631	272847
5786	374699	272785
5787	374760	272717
5788	374823	272652
5789	374876	272578
5790	374938	272511
5791	374997	272442
5792	375057	272374
5793	375116	272305
5794	375180	272240
5795	375247	272177
5796	375316	272115
5797	375377	272048
5798	375434	271978
5799	375494	271909
5800	375554	271841
5801	375621	271778
5802	375684	271712
5803	375746	271645
5804	375810	271580
5805	375874	271515
5806	375936	271448
5807	375999	271382
5808	376067	271320
5809	376133	271256
5810	376203	271195
5811	376265	271128
5812	376337	271069
5813	376401	271003
5814	376472	270943
5815	376541	270882
5816	376608	270818
5817	376672	270753
5818	376740	270691
5819	376799	270621
5820	376865	270558
5821	376927	270491
5822	376995	270429
5823	377061	270365
5824	377124	270299
5825	377191	270236
5826	377252	270169
5827	377308	270098
5828	377369	270030
5829	377430	269963
5830	377499	269901
5831	377569	269840
5832	377629	269772
5833	377703	269714
5834	377764	269646
5835	377825	269579
5836	377881	269508
5837	377949	269446
5838	378012	269379
5839	378071	269311
5840	378138	269247
5841	378202	269182
5842	378270	269120
5843	378333	269054
5844	378397	268988
5845	378461	268923
5846	378528	268860
5847	378595	268797
5848	378672	268741
5849	378734	268674
5850	378796	268608
5851	378864	268545
5852	378923	268476
5853	378990	268413
5854	379052	268347
5855	379110	268277
5856	379177	268214
5857	379245	268152
5858	379306	268084
5859	379376	268023
5860	379445	267961
5861	379507	267895
5862	379570	267829
5863	379639	267767
5864	379701	267700
5865	379770	267638
5866	379834	267573
5867	379889	267502
5868	379956	267438
5869	380019	267373
5870	380081	267306
5871	380136	267235
5872	380201	267170
5873	380256	267098
5874	380323	267035
5875	380388	266970
5876	380448	266902
5877	380506	266833
5878	380575	266771
5879	380639	266706
5880	380694	266634
5881	380754	266566
5882	380812	266497
5883	380880	266435
5884	380952	266375
5885	381020	266313
5886	381089	266251
5887	381137	266174
5888	381204	266111
5889	381269	266047
5890	381337	265984
5891	381400	265918
5892	381466	265854
5893	381525	265786
5894	381592	265723
5895	381655	265657
5896	381714	265588
5897	381775	265521
5898	381840	265456
5899	381911	265396
5900	381976	265331
5901	382040	265266
5902	382106	265202
5903	382165	265133
5904	382232	265070
5905	382307	265012
5906	382375	264950
5907	382441	264887
5908	382511	264825
5909	382584	264766
5910	382654	264705
5911	382725	264645
5912	382783	264575
5913	382845	264509
5914	382901	264438
5915	382960	264369
5916	383024	264304
5917	383081	264234
5918	383143	264167
5919	383203	264099
5920	383266	264033
5921	383324	263964
5922	383388	263899
5923	383451	263833
5924	383515	263767
5925	383578	263702
5926	383645	263638
5927	383710	263574
5928	383776	263510
5929	383843	263447
5930	383906	263381
5931	383977	263320
5932	384032	263249
5933	384101	263188
5934	384172	263127
5935	384226	263055
5936	384297	262994
5937	384364	262931
5938	384430	262867
5939	384494	262802
5940	384562	262739
5941	384632	262679
5942	384694	262612
5943	384752	262543
5944	384820	262480
5945	384888	262418
5946	384949	262350
5947	385010	262283
5948	385076	262219
5949	385145	262158
5950	385213	262095
5951	385277	262029
5952	385335	261960
5953	385397	261894
5954	385461	261829
5955	385530	261767
5956	385595	261702
5957	385650	261631
5958	385717	261568
5959	385779	261501
5960	385843	261436
5961	385903	261368
5962	385969	261304
5963	386032	261238
5964	386102	261177
5965	386164	261111
5966	386234	261049
5967	386302	260987
5968	386375	260928
5969	386428	260855
5970	386496	260793
5971	386559	260726
5972	386621	260660
5973	386689	260597
5974	386765	260540
5975	386828	260475
5976	386892	260409
5977	386957	260345
5978	387024	260281
5979	387091	260218
5980	387146	260147
5981	387212	260083
5982	387271	260014
5983	387331	259946
5984	387392	259880
5985	387456	259814
5986	387526	259753
5987	387590	259688
5988	387653	259622
5989	387713	259554
5990	387767	259482
5991	387824	259412
5992	387888	259347
5993	387942	259275
5994	388006	259210
5995	388066	259142
5996	388133	259079
5997	388201	259016
5998	388264	258950
5999	388327	258885
6000	388390	258819
6001	388450	258751
6002	388511	258683
6003	388569	258614
6004	388634	258550
6005	388699	258485
6006	388765	258421
6007	388826	258354
6008	388885	258286
6009	388949	258221
6010	389007	258152
6011	389071	258086
6012	389139	258023
6013	389199	257956
6014	389254	257885
6015	389315	257818
6016	389381	257753
6017	389445	257689
6018	389509	257623
6019	389565	257553
6020	389628	257487
6021	389699	257426
6022	389767	257364
6023	389831	257299
6024	389898	257236
6025	389968	257174
6026	390026	257105
6027	390094	257042
6028	390154	256975
6029	390212	256905
6030	390274	256839
6031	390334	256771
6032	390396	256705
6033	390461	256640
6034	390522	256573
6035	390580	256504
6036	390652	256444
6037	390727	256386
6038	390791	256321
6039	390850	256252
6040	390919	256191
6041	390981	256124
6042	391035	256052
6043	391103	255990
6044	391167	255925
6045	391229	255858
6046	391290	255791
6047	391358	255728
6048	391421	255663
6049	391474	255591
6050	391532	255521
6051	391597	255457
6052	391662	255392
6053	391732	255331
6054	391799	255267
6055	391858	255200
6056	391923	255135
6057	391991	255072
6058	392045	255001
6059	392109	254935
6060	392171	254869
6061	392228	254799
6062	392289	254732
6063	392352	254666
6064	392416	254601
6065	392477	254534
6066	392547	254473
6067	392613	254409
6068	392677	254344
6069	392740	254278
6070	392809	254216
6071	392875	254152
6072	392949	254093
6073	393011	254027
6074	393066	253956
6075	393129	253891
6076	393200	253830
6077	393264	253764
6078	393328	253699
6079	393387	253631
6080	393453	253567
6081	393522	253505
6082	393583	253438
6083	393649	253374
6084	393710	253307
6085	393774	253242
6086	393840	253178
6087	393901	253111
6088	393965	253046
6089	394026	252979
6090	394093	252915
6091	394156	252850
6092	394217	252783
6093	394289	252723
6094	394351	252656
6095	394409	252587
6096	394472	252521
6097	394541	252459
6098	394603	252393
6099	394662	252325
6100	394725	252259
6101	394787	252192
6102	394846	252124
6103	394912	252060
6104	394976	251995
6105	395040	251930
6106	395114	251871
6107	395183	251809
6108	395245	251743
6109	395315	251681
6110	395372	251612
6111	395437	251548
6112	395501	251483
6113	395567	251418
6114	395638	251358
6115	395707	251296
6116	395766	251227
6117	395832	251163
6118	395893	251096
6119	395950	251027
6120	396018	250965
6121	396086	250902
6122	396147	250835
6123	396213	250771
6124	396282	250709
6125	396348	250645
6126	396416	250583
6127	396484	250520
6128	396547	250454
6129	396616	250392
6130	396683	250328
6131	396744	250261
6132	396803	250193
6133	396873	250132
6134	396938	250067
6135	397002	250002
6136	397073	249942
6137	397139	249878
6138	397209	249817
6139	397278	249754
6140	397349	249694
6141	397419	249632
6142	397484	249568
6143	397547	249502
6144	397611	249437
6145	397666	249366
6146	397728	249300
6147	397787	249231
6148	397854	249168
6149	397915	249101
6150	397972	249032
6151	398030	248963
6152	398084	248891
6153	398142	248823
6154	398206	248757
6155	398275	248695
6156	398335	248628
6157	398396	248560
6158	398452	248490
6159	398517	248426
6160	398581	248361
6161	398647	248297
6162	398708	248230
6163	398766	248161
6164	398831	248097
6165	398894	248031
6166	398962	247968
6167	399025	247902
6168	399090	247838
6169	399148	247769
6170	399216	247707
6171	399285	247644
6172	399345	247577
6173	399408	247511
6174	399465	247442
6175	399523	247373
6176	399587	247308
6177	399649	247241
6178	399714	247177
6179	399774	247109
6180	399835	247043
6181	399902	246979
6182	399966	246914
6183	400036	246852
6184	400096	246785
6185	400157	246718
6186	400231	246659
6187	400286	246588
6188	400351	246524
6189	400406	246453
6190	400468	246387
6191	400538	246325
6192	400597	246257
6193	400670	246198
6194	400726	246128
6195	400791	246063
6196	400846	245992
6197	400905	245924
6198	400971	245860
6199	401033	245794
6200	401095	245728
6201	401162	245665
6202	401224	245598
6203	401290	245535
6204	401349	245466
6205	401406	245397
6206	401467	245330
6207	401521	245259
6208	401589	245196
6209	401641	245124
6210	401704	245058
6211	401774	244996
6212	401826	244924
6213	401888	244858
6214	401944	244788
6215	402014	244727
6216	402082	244664
6217	402148	244600
6218	402216	244537
6219	402274	244469
6220	402338	244403
6221	402401	244338
6222	402459	244269
6223	402520	244202
6224	402597	244145
6225	402663	244081
6226	402738	244023
6227	402796	243954
6228	402858	243888
6229	402920	243822
6230	402983	243756
6231	403047	243690
6232	403110	243625
6233	403178	243562
6234	403240	243496
6235	403307	243432
6236	403373	243369
6237	403443	243307
6238	403516	243248
6239	403586	243186
6240	403655	243124
6241	403710	243054
6242	403773	242988
6243	403832	242920
6244	403902	242858
6245	403970	242796
6246	404041	242735
6247	404110	242673
6248	404175	242608
6249	404239	242543
6250	404306	242480
6251	404368	242414
6252	404431	242348
6253	404498	242285
6254	404559	242218
6255	404617	242149
6256	404679	242083
6257	404743	242018
6258	404803	241950
6259	404881	241894
6260	404950	241832
6261	405017	241768
6262	405077	241701
6263	405143	241637
6264	405205	241570
6265	405271	241506
6266	405336	241442
6267	405397	241376
6268	405464	241312
6269	405533	241250
6270	405596	241184
6271	405654	241116
6272	405720	241052
6273	405782	240985
6274	405845	240920
6275	405912	240856
6276	405974	240790
6277	406040	240726
6278	406112	240666
6279	406178	240602
6280	406247	240540
6281	406309	240474
6282	406372	240408
6283	406423	240335
6284	406492	240273
6285	406547	240203
6286	406603	240133
6287	406660	240064
6288	406725	239999
6289	406786	239932
6290	406849	239866
6291	406911	239801
6292	406979	239738
6293	407042	239672
6294	407101	239604
6295	407161	239537
6296	407220	239469
6297	407274	239398
6298	407336	239332
6299	407396	239264
6300	407462	239200
6301	407524	239134
6302	407587	239069
6303	407648	239001
6304	407715	238938
6305	407782	238875
6306	407848	238811
6307	407910	238745
6308	407977	238682
6309	408037	238614
6310	408110	238555
6311	408175	238490
6312	408240	238425
6313	408313	238365
6314	408368	238295
6315	408430	238229
6316	408496	238165
6317	408552	238095
6318	408615	238030
6319	408672	237961
6320	408741	237899
6321	408804	237833
6322	408871	237770
6323	408928	237700
6324	408990	237634
6325	409048	237566
6326	409102	237495
6327	409162	237428
6328	409225	237362
6329	409288	237296
6330	409350	237230
6331	409414	237165
6332	409479	237101
6333	409532	237029
6334	409595	236964
6335	409664	236901
6336	409731	236838
6337	409801	236776
6338	409867	236713
6339	409924	236644
6340	409980	236574
6341	410044	236509
6342	410110	236445
6343	410178	236382
6344	410249	236321
6345	410305	236252
6346	410368	236186
6347	410436	236123
6348	410503	236060
6349	410564	235993
6350	410624	235926
6351	410691	235862
6352	410757	235799
6353	410819	235733
6354	410882	235667
6355	410949	235604
6356	411015	235540
6357	411088	235480
6358	411151	235414
6359	411208	235345
6360	411282	235286
6361	411343	235219
6362	411409	235155
6363	411477	235093
6364	411543	235029
6365	411604	234962
6366	411667	234896
6367	411731	234831
6368	411794	234766
6369	411844	234693
6370	411907	234627
6371	411969	234561
6372	412033	234496
6373	412096	234430
6374	412151	234360
6375	412209	234292
6376	412276	234228
6377	412343	234165
6378	412412	234103
6379	412480	234040
6380	412540	233973
6381	412604	233908
6382	412667	233842
6383	412728	233775
6384	412788	233708
6385	412847	233641
6386	412914	233577
6387	412981	233514
6388	413042	233447
6389	413112	233385
6390	413179	233322
6391	413244	233258
6392	413305	233191
6393	413376	233130
6394	413438	233064
6395	413504	233000
6396	413566	232934
6397	413625	232866
6398	413683	232798
6399	413740	232728
6400	413803	232663
6401	413865	232597
6402	413932	232534
6403	414001	232471
6404	414071	232410
6405	414139	232347
6406	414200	232280
6407	414254	232210
6408	414315	232143
6409	414377	232077
6410	414450	232017
6411	414506	231947
6412	414577	231886
6413	414641	231821
6414	414704	231756
6415	414766	231689
6416	414827	231623
6417	414887	231556
6418	414953	231492
6419	415024	231431
6420	415087	231365
6421	415151	231300
6422	415209	231232
6423	415265	231162
6424	415330	231098
6425	415400	231036
6426	415464	230971
6427	415525	230904
6428	415591	230840
6429	415652	230774
6430	415713	230707
6431	415782	230645
6432	415842	230578
6433	415896	230507
6434	415961	230443
6435	416030	230381
6436	416100	230319
6437	416160	230251
6438	416213	230181
6439	416270	230112
6440	416330	230044
6441	416395	229980
6442	416453	229912
6443	416516	229847
6444	416577	229780
6445	416634	229711
6446	416699	229646
6447	416755	229577
6448	416825	229515
6449	416887	229449
6450	416950	229384
6451	417012	229318
6452	417077	229253
6453	417135	229185
6454	417192	229116
6455	417246	229046
6456	417307	228979
6457	417372	228914
6458	417434	228848
6459	417505	228787
6460	417572	228724
6461	417637	228659
6462	417699	228594
6463	417764	228529
6464	417823	228461
6465	417883	228394
6466	417940	228325
6467	417999	228258
6468	418058	228190
6469	418125	228127
6470	418192	228063
6471	418254	227997
6472	418315	227931
6473	418372	227862
6474	418440	227799
6475	418499	227731
6476	418558	227664
6477	418615	227595
6478	418674	227527
6479	418742	227464
6480	418805	227399
6481	418864	227331
6482	418923	227264
6483	418985	227198
6484	419050	227133
6485	419110	227066
6486	419171	226999
6487	419227	226930
6488	419291	226865
6489	419352	226799
6490	419409	226730
6491	419473	226665
6492	419537	226600
6493	419598	226533
6494	419656	226466
6495	419713	226397
6496	419781	226334
6497	419840	226266
6498	419901	226200
6499	419965	226135
6500	420030	226070
6501	420090	226003
6502	420149	225936
6503	420209	225868
6504	420266	225800
6505	420328	225734
6506	420400	225673
6507	420467	225610
6508	420536	225547
6509	420595	225480
6510	420660	225415
6511	420725	225351
6512	420787	225285
6513	420843	225216
6514	420898	225146
6515	420962	225081
6516	421026	225017
6517	421082	224947
6518	421145	224882
6519	421216	224820
6520	421274	224752
6521	421331	224684
6522	421395	224619
6523	421461	224555
6524	421513	224483
6525	421577	224419
6526	421638	224352
6527	421699	224286
6528	421755	224216
6529	421819	224152
6530	421874	224082
6531	421945	224021
6532	422007	223955
6533	422072	223890
6534	422125	223820
6535	422185	223753
6536	422248	223687
6537	422316	223624
6538	422386	223563
6539	422455	223500
6540	422517	223435
6541	422578	223368
6542	422642	223303
6543	422709	223240
6544	422768	223172
6545	422833	223108
6546	422900	223045
6547	422968	222982
6548	423032	222917
6549	423095	222851
6550	423156	222785
6551	423224	222722
6552	423290	222658
6553	423355	222594
6554	423416	222527
6555	423479	222462
6556	423542	222396
6557	423604	222331
6558	423669	222266
6559	423735	222202
6560	423796	222136
6561	423867	222075
6562	423927	222008
6563	423996	221945
6564	424050	221875
6565	424120	221813
6566	424183	221748
6567	424251	221685
6568	424312	221619
6569	424373	221552
6570	424443	221490
6571	424515	221429
6572	424575	221363
6573	424638	221297
6574	424710	221236
6575	424781	221175
6576	424847	221111
6577	424905	221044
6578	424967	220977
6579	425026	220910
6580	425090	220845
6581	425155	220780
6582	425222	220717
6583	425288	220653
6584	425356	220591
6585	425427	220529
6586	425493	220466
6587	425562	220403
6588	425630	220340
6589	425696	220277
6590	425755	220209
6591	425814	220142
6592	425869	220072
6593	425934	220008
6594	425996	219942
6595	426060	219877
6596	426126	219813
6597	426192	219749
6598	426252	219682
6599	426315	219616
6600	426371	219547
6601	426430	219480
6602	426500	219418
6603	426552	219347
6604	426611	219280
6605	426676	219216
6606	426742	219151
6607	426797	219082
6608	426857	219015
6609	426927	218953
6610	426988	218887
6611	427042	218817
